query,result,rank,click,dwell_time,relevance,ctr,adjusted_relevance,ai_relevance,normalized_ai_relevance,behavior_weight,weighted_relevance,original_score,fine_tuned_score
best programming languages 2025,Most in-demand coding skills,3,1,39,1,0.0031545741324921,39,9.59332101047039e-05,0.2531324292108149,80,20.25059433686519,9.59332101047039e-05,20.25059433686519
best laptop gaming,Laptop A review,1,1,57,1,0.0033557046979865,57,6.9844325480517e-05,0.12355250098514062,116,14.332090114276312,6.9844325480517e-05,14.332090114276312
best laptop gaming,Laptop B specs,2,1,41,1,0.0033557046979865,41,9.61163459578529e-05,0.25404203999136143,84,21.33953135927436,9.61163459578529e-05,21.33953135927436
best laptop gaming,Top gaming laptops,3,1,41,1,0.0033557046979865,41,7.160750828916207e-05,0.13230998928271062,84,11.114039099747693,7.160750828916207e-05,11.114039099747693
cheap flights tokyo,Flight deals to Tokyo,1,0,0,1,0.0,0,7.034215377643704e-05,0.12602514616653807,1,0.12602514616653807,7.034215377643704e-05,0.12602514616653807
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,1,0.0,0,0.00010685342567740008,0.3073716491124193,1,0.3073716491124193,0.00010685342567740008,0.3073716491124193
cheap flights tokyo,Best airlines to Japan,3,1,5,1,0.0032467532467532,5,0.00014266659854911268,0.48525078948578115,12,5.823009473829374,0.00014266659854911268,5.823009473829374
learn python,Python tutorial,1,1,22,1,0.0032467532467532,22,0.00024630327243357897,1.0,46,46.0,0.00024630327243357897,46.0
learn python,Learn Python fast,2,1,57,1,0.0032467532467532,57,9.176792082143947e-05,0.23244400599381823,116,26.963504695282914,9.176792082143947e-05,26.963504695282914
learn python,Python for beginners,3,0,0,0,0.0,0,0.00015580591571051627,0.5505119840226522,1,0.5505119840226522,0.00015580591571051627,0.5505119840226522
best laptop gaming,Laptop A review,1,1,32,1,0.0033557046979865,32,6.9844325480517e-05,0.12355250098514062,66,8.15446506501928,6.9844325480517e-05,8.15446506501928
best laptop gaming,Laptop B specs,2,0,0,0,0.0,0,9.61163459578529e-05,0.25404203999136143,1,0.25404203999136143,9.61163459578529e-05,0.25404203999136143
best laptop gaming,Top gaming laptops,3,1,13,1,0.0033557046979865,13,7.160750828916207e-05,0.13230998928271062,28,3.7046796999158973,7.160750828916207e-05,3.7046796999158973
learn python,Python tutorial,1,0,0,1,0.0,0,0.00024630327243357897,1.0,1,1.0,0.00024630327243357897,1.0
learn python,Learn Python fast,2,0,0,0,0.0,0,9.176792082143947e-05,0.23244400599381823,1,0.23244400599381823,9.176792082143947e-05,0.23244400599381823
learn python,Python for beginners,3,1,21,1,0.0032467532467532,21,0.00015580591571051627,0.5505119840226522,44,24.2225272969967,0.00015580591571051627,24.2225272969967
cheap flights tokyo,Flight deals to Tokyo,1,0,0,0,0.0,0,7.034215377643704e-05,0.12602514616653807,1,0.12602514616653807,7.034215377643704e-05,0.12602514616653807
cheap flights tokyo,Cheapest Tokyo flights,2,1,58,1,0.0032467532467532,58,0.00010685342567740008,0.3073716491124193,118,36.26985459526548,0.00010685342567740008,36.26985459526548
cheap flights tokyo,Best airlines to Japan,3,1,20,1,0.0032467532467532,20,0.00014266659854911268,0.48525078948578115,42,20.38053315840281,0.00014266659854911268,20.38053315840281
best laptop gaming,Laptop A review,1,0,0,1,0.0,0,6.9844325480517e-05,0.12355250098514062,1,0.12355250098514062,6.9844325480517e-05,0.12355250098514062
best laptop gaming,Laptop B specs,2,0,0,0,0.0,0,9.61163459578529e-05,0.25404203999136143,1,0.25404203999136143,9.61163459578529e-05,0.25404203999136143
best laptop gaming,Top gaming laptops,3,0,0,1,0.0,0,7.160750828916207e-05,0.13230998928271062,1,0.13230998928271062,7.160750828916207e-05,0.13230998928271062
weather new york,NYC weather today,1,1,44,1,0.0033112582781456,44,5.4528714827029034e-05,0.047481953784689196,90,4.273375840622028,5.4528714827029034e-05,4.273375840622028
weather new york,Weather forecast,2,1,10,1,0.0033112582781456,10,4.905077730654739e-05,0.02027378597859375,22,0.4460232915290625,4.905077730654739e-05,0.4460232915290625
weather new york,New York climate,3,1,20,1,0.0033112582781456,20,4.4968968722969294e-05,0.0,42,0.0,4.4968968722969294e-05,0.0
learn python,Python tutorial,1,1,34,1,0.0032467532467532,34,0.00024630327243357897,1.0,70,70.0,0.00024630327243357897,70.0
learn python,Learn Python fast,2,1,52,1,0.0032467532467532,52,9.176792082143947e-05,0.23244400599381823,106,24.63906463534473,9.176792082143947e-05,24.63906463534473
learn python,Python for beginners,3,0,0,0,0.0,0,0.00015580591571051627,0.5505119840226522,1,0.5505119840226522,0.00015580591571051627,0.5505119840226522
weather new york,NYC weather today,1,0,0,0,0.0,0,5.4528714827029034e-05,0.047481953784689196,1,0.047481953784689196,5.4528714827029034e-05,0.047481953784689196
weather new york,Weather forecast,2,1,4,1,0.0033112582781456,4,4.905077730654739e-05,0.02027378597859375,10,0.2027378597859375,4.905077730654739e-05,0.2027378597859375
weather new york,New York climate,3,1,35,1,0.0033112582781456,35,4.4968968722969294e-05,0.0,72,0.0,4.4968968722969294e-05,0.0
weather new york,NYC weather today,1,0,0,0,0.0,0,5.4528714827029034e-05,0.047481953784689196,1,0.047481953784689196,5.4528714827029034e-05,0.047481953784689196
weather new york,Weather forecast,2,0,0,0,0.0,0,4.905077730654739e-05,0.02027378597859375,1,0.02027378597859375,4.905077730654739e-05,0.02027378597859375
weather new york,New York climate,3,1,3,1,0.0033112582781456,3,4.4968968722969294e-05,0.0,8,0.0,4.4968968722969294e-05,0.0
weather new york,NYC weather today,1,1,18,1,0.0033112582781456,18,5.4528714827029034e-05,0.047481953784689196,38,1.8043142438181894,5.4528714827029034e-05,1.8043142438181894
weather new york,Weather forecast,2,1,30,1,0.0033112582781456,30,4.905077730654739e-05,0.02027378597859375,62,1.2569747306728125,4.905077730654739e-05,1.2569747306728125
weather new york,New York climate,3,0,0,1,0.0,0,4.4968968722969294e-05,0.0,1,0.0,4.4968968722969294e-05,0.0
cheap flights tokyo,Flight deals to Tokyo,1,0,0,0,0.0,0,7.034215377643704e-05,0.12602514616653807,1,0.12602514616653807,7.034215377643704e-05,0.12602514616653807
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,0,0.0,0,0.00010685342567740008,0.3073716491124193,1,0.3073716491124193,0.00010685342567740008,0.3073716491124193
cheap flights tokyo,Best airlines to Japan,3,0,0,1,0.0,0,0.00014266659854911268,0.48525078948578115,1,0.48525078948578115,0.00014266659854911268,0.48525078948578115
weather new york,NYC weather today,1,1,45,1,0.0033112582781456,45,5.4528714827029034e-05,0.047481953784689196,92,4.368339748191406,5.4528714827029034e-05,4.368339748191406
weather new york,Weather forecast,2,0,0,0,0.0,0,4.905077730654739e-05,0.02027378597859375,1,0.02027378597859375,4.905077730654739e-05,0.02027378597859375
weather new york,New York climate,3,0,0,0,0.0,0,4.4968968722969294e-05,0.0,1,0.0,4.4968968722969294e-05,0.0
best laptop gaming,Laptop A review,1,1,12,1,0.0033557046979865,12,6.9844325480517e-05,0.12355250098514062,26,3.212365025613656,6.9844325480517e-05,3.212365025613656
best laptop gaming,Laptop B specs,2,0,0,1,0.0,0,9.61163459578529e-05,0.25404203999136143,1,0.25404203999136143,9.61163459578529e-05,0.25404203999136143
best laptop gaming,Top gaming laptops,3,0,0,0,0.0,0,7.160750828916207e-05,0.13230998928271062,1,0.13230998928271062,7.160750828916207e-05,0.13230998928271062
weather new york,NYC weather today,1,1,49,1,0.0033112582781456,49,5.4528714827029034e-05,0.047481953784689196,100,4.748195378468919,5.4528714827029034e-05,4.748195378468919
weather new york,Weather forecast,2,1,30,1,0.0033112582781456,30,4.905077730654739e-05,0.02027378597859375,62,1.2569747306728125,4.905077730654739e-05,1.2569747306728125
weather new york,New York climate,3,1,55,1,0.0033112582781456,55,4.4968968722969294e-05,0.0,112,0.0,4.4968968722969294e-05,0.0
best laptop gaming,Laptop A review,1,0,0,0,0.0,0,6.9844325480517e-05,0.12355250098514062,1,0.12355250098514062,6.9844325480517e-05,0.12355250098514062
best laptop gaming,Laptop B specs,2,0,0,1,0.0,0,9.61163459578529e-05,0.25404203999136143,1,0.25404203999136143,9.61163459578529e-05,0.25404203999136143
best laptop gaming,Top gaming laptops,3,1,8,1,0.0033557046979865,8,7.160750828916207e-05,0.13230998928271062,18,2.3815798070887912,7.160750828916207e-05,2.3815798070887912
best programming languages 2025,Best languages to learn,1,0,0,1,0.0,0,9.530770330457017e-05,0.250025622329893,1,0.250025622329893,9.530770330457017e-05,0.250025622329893
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0,7.872181595303118e-05,0.16764578419074058,1,0.16764578419074058,7.872181595303118e-05,0.16764578419074058
best programming languages 2025,Most in-demand coding skills,3,0,0,1,0.0,0,9.59332101047039e-05,0.2531324292108149,1,0.2531324292108149,9.59332101047039e-05,0.2531324292108149
best programming languages 2025,Best languages to learn,1,0,0,1,0.0,0,9.530770330457017e-05,0.250025622329893,1,0.250025622329893,9.530770330457017e-05,0.250025622329893
best programming languages 2025,Top programming languages,2,1,49,1,0.0031545741324921,49,7.872181595303118e-05,0.16764578419074058,100,16.76457841907406,7.872181595303118e-05,16.76457841907406
best programming languages 2025,Most in-demand coding skills,3,1,5,1,0.0031545741324921,5,9.59332101047039e-05,0.2531324292108149,12,3.037589150529779,9.59332101047039e-05,3.037589150529779
best programming languages 2025,Best languages to learn,1,0,0,0,0.0,0,9.530770330457017e-05,0.250025622329893,1,0.250025622329893,9.530770330457017e-05,0.250025622329893
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0,7.872181595303118e-05,0.16764578419074058,1,0.16764578419074058,7.872181595303118e-05,0.16764578419074058
best programming languages 2025,Most in-demand coding skills,3,0,0,0,0.0,0,9.59332101047039e-05,0.2531324292108149,1,0.2531324292108149,9.59332101047039e-05,0.2531324292108149
learn python,Python tutorial,1,1,27,1,0.0032467532467532,27,0.00024630327243357897,1.0,56,56.0,0.00024630327243357897,56.0
learn python,Learn Python fast,2,0,0,0,0.0,0,9.176792082143947e-05,0.23244400599381823,1,0.23244400599381823,9.176792082143947e-05,0.23244400599381823
learn python,Python for beginners,3,0,0,0,0.0,0,0.00015580591571051627,0.5505119840226522,1,0.5505119840226522,0.00015580591571051627,0.5505119840226522
learn python,Python tutorial,1,1,29,1,0.0032467532467532,29,0.00024630327243357897,1.0,60,60.0,0.00024630327243357897,60.0
learn python,Learn Python fast,2,0,0,1,0.0,0,9.176792082143947e-05,0.23244400599381823,1,0.23244400599381823,9.176792082143947e-05,0.23244400599381823
learn python,Python for beginners,3,0,0,0,0.0,0,0.00015580591571051627,0.5505119840226522,1,0.5505119840226522,0.00015580591571051627,0.5505119840226522
cheap flights tokyo,Flight deals to Tokyo,1,0,0,1,0.0,0,7.034215377643704e-05,0.12602514616653807,1,0.12602514616653807,7.034215377643704e-05,0.12602514616653807
cheap flights tokyo,Cheapest Tokyo flights,2,1,60,1,0.0032467532467532,60,0.00010685342567740008,0.3073716491124193,122,37.49934119171516,0.00010685342567740008,37.49934119171516
cheap flights tokyo,Best airlines to Japan,3,0,0,0,0.0,0,0.00014266659854911268,0.48525078948578115,1,0.48525078948578115,0.00014266659854911268,0.48525078948578115
weather new york,NYC weather today,1,0,0,1,0.0,0,5.4528714827029034e-05,0.047481953784689196,1,0.047481953784689196,5.4528714827029034e-05,0.047481953784689196
weather new york,Weather forecast,2,1,10,1,0.0033112582781456,10,4.905077730654739e-05,0.02027378597859375,22,0.4460232915290625,4.905077730654739e-05,0.4460232915290625
weather new york,New York climate,3,0,0,1,0.0,0,4.4968968722969294e-05,0.0,1,0.0,4.4968968722969294e-05,0.0
weather new york,NYC weather today,1,1,24,1,0.0033112582781456,24,5.4528714827029034e-05,0.047481953784689196,50,2.3740976892344596,5.4528714827029034e-05,2.3740976892344596
weather new york,Weather forecast,2,1,20,1,0.0033112582781456,20,4.905077730654739e-05,0.02027378597859375,42,0.8514990111009375,4.905077730654739e-05,0.8514990111009375
weather new york,New York climate,3,1,28,1,0.0033112582781456,28,4.4968968722969294e-05,0.0,58,0.0,4.4968968722969294e-05,0.0
best laptop gaming,Laptop A review,1,1,24,1,0.0033557046979865,24,6.9844325480517e-05,0.12355250098514062,50,6.177625049257031,6.9844325480517e-05,6.177625049257031
best laptop gaming,Laptop B specs,2,1,53,1,0.0033557046979865,53,9.61163459578529e-05,0.25404203999136143,108,27.436540319067035,9.61163459578529e-05,27.436540319067035
best laptop gaming,Top gaming laptops,3,1,33,1,0.0033557046979865,33,7.160750828916207e-05,0.13230998928271062,68,8.997079271224322,7.160750828916207e-05,8.997079271224322
best laptop gaming,Laptop A review,1,0,0,1,0.0,0,6.9844325480517e-05,0.12355250098514062,1,0.12355250098514062,6.9844325480517e-05,0.12355250098514062
best laptop gaming,Laptop B specs,2,0,0,1,0.0,0,9.61163459578529e-05,0.25404203999136143,1,0.25404203999136143,9.61163459578529e-05,0.25404203999136143
best laptop gaming,Top gaming laptops,3,1,6,1,0.0033557046979865,6,7.160750828916207e-05,0.13230998928271062,14,1.8523398499579486,7.160750828916207e-05,1.8523398499579486
best programming languages 2025,Best languages to learn,1,0,0,0,0.0,0,9.530770330457017e-05,0.250025622329893,1,0.250025622329893,9.530770330457017e-05,0.250025622329893
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0,7.872181595303118e-05,0.16764578419074058,1,0.16764578419074058,7.872181595303118e-05,0.16764578419074058
best programming languages 2025,Most in-demand coding skills,3,1,37,1,0.0031545741324921,37,9.59332101047039e-05,0.2531324292108149,76,19.238064620021934,9.59332101047039e-05,19.238064620021934
cheap flights tokyo,Flight deals to Tokyo,1,0,0,1,0.0,0,7.034215377643704e-05,0.12602514616653807,1,0.12602514616653807,7.034215377643704e-05,0.12602514616653807
cheap flights tokyo,Cheapest Tokyo flights,2,1,5,1,0.0032467532467532,5,0.00010685342567740008,0.3073716491124193,12,3.688459789349032,0.00010685342567740008,3.688459789349032
cheap flights tokyo,Best airlines to Japan,3,0,0,1,0.0,0,0.00014266659854911268,0.48525078948578115,1,0.48525078948578115,0.00014266659854911268,0.48525078948578115
learn python,Python tutorial,1,1,17,1,0.0032467532467532,17,0.00024630327243357897,1.0,36,36.0,0.00024630327243357897,36.0
learn python,Learn Python fast,2,1,56,1,0.0032467532467532,56,9.176792082143947e-05,0.23244400599381823,114,26.49861668329528,9.176792082143947e-05,26.49861668329528
learn python,Python for beginners,3,1,50,1,0.0032467532467532,50,0.00015580591571051627,0.5505119840226522,102,56.152222370310525,0.00015580591571051627,56.152222370310525
learn python,Python tutorial,1,0,0,1,0.0,0,0.00024630327243357897,1.0,1,1.0,0.00024630327243357897,1.0
learn python,Learn Python fast,2,0,0,1,0.0,0,9.176792082143947e-05,0.23244400599381823,1,0.23244400599381823,9.176792082143947e-05,0.23244400599381823
learn python,Python for beginners,3,0,0,1,0.0,0,0.00015580591571051627,0.5505119840226522,1,0.5505119840226522,0.00015580591571051627,0.5505119840226522
best programming languages 2025,Best languages to learn,1,1,51,1,0.0031545741324921,51,9.530770330457017e-05,0.250025622329893,104,26.00266472230887,9.530770330457017e-05,26.00266472230887
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0,7.872181595303118e-05,0.16764578419074058,1,0.16764578419074058,7.872181595303118e-05,0.16764578419074058
best programming languages 2025,Most in-demand coding skills,3,0,0,1,0.0,0,9.59332101047039e-05,0.2531324292108149,1,0.2531324292108149,9.59332101047039e-05,0.2531324292108149
cheap flights tokyo,Flight deals to Tokyo,1,0,0,0,0.0,0,7.034215377643704e-05,0.12602514616653807,1,0.12602514616653807,7.034215377643704e-05,0.12602514616653807
cheap flights tokyo,Cheapest Tokyo flights,2,1,42,1,0.0032467532467532,42,0.00010685342567740008,0.3073716491124193,86,26.43396182366806,0.00010685342567740008,26.43396182366806
cheap flights tokyo,Best airlines to Japan,3,1,32,1,0.0032467532467532,32,0.00014266659854911268,0.48525078948578115,66,32.02655210606156,0.00014266659854911268,32.02655210606156
cheap flights tokyo,Flight deals to Tokyo,1,0,0,0,0.0,0,7.034215377643704e-05,0.12602514616653807,1,0.12602514616653807,7.034215377643704e-05,0.12602514616653807
cheap flights tokyo,Cheapest Tokyo flights,2,1,21,1,0.0032467532467532,21,0.00010685342567740008,0.3073716491124193,44,13.52435256094645,0.00010685342567740008,13.52435256094645
cheap flights tokyo,Best airlines to Japan,3,0,0,0,0.0,0,0.00014266659854911268,0.48525078948578115,1,0.48525078948578115,0.00014266659854911268,0.48525078948578115
best programming languages 2025,Best languages to learn,1,1,32,1,0.0031545741324921,32,9.530770330457017e-05,0.250025622329893,66,16.50169107377294,9.530770330457017e-05,16.50169107377294
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0,7.872181595303118e-05,0.16764578419074058,1,0.16764578419074058,7.872181595303118e-05,0.16764578419074058
best programming languages 2025,Most in-demand coding skills,3,1,43,1,0.0031545741324921,43,9.59332101047039e-05,0.2531324292108149,88,22.275653770551713,9.59332101047039e-05,22.275653770551713
best programming languages 2025,Best languages to learn,1,0,0,0,0.0,0,9.530770330457017e-05,0.250025622329893,1,0.250025622329893,9.530770330457017e-05,0.250025622329893
best programming languages 2025,Top programming languages,2,1,16,1,0.0031545741324921,16,7.872181595303118e-05,0.16764578419074058,34,5.69995666248518,7.872181595303118e-05,5.69995666248518
best programming languages 2025,Most in-demand coding skills,3,0,0,1,0.0,0,9.59332101047039e-05,0.2531324292108149,1,0.2531324292108149,9.59332101047039e-05,0.2531324292108149
weather new york,NYC weather today,1,0,0,1,0.0,0,5.4528714827029034e-05,0.047481953784689196,1,0.047481953784689196,5.4528714827029034e-05,0.047481953784689196
weather new york,Weather forecast,2,0,0,0,0.0,0,4.905077730654739e-05,0.02027378597859375,1,0.02027378597859375,4.905077730654739e-05,0.02027378597859375
weather new york,New York climate,3,0,0,0,0.0,0,4.4968968722969294e-05,0.0,1,0.0,4.4968968722969294e-05,0.0
best laptop gaming,Laptop A review,1,1,41,1,0.0033557046979865,41,6.9844325480517e-05,0.12355250098514062,84,10.378410082751811,6.9844325480517e-05,10.378410082751811
best laptop gaming,Laptop B specs,2,1,14,1,0.0033557046979865,14,9.61163459578529e-05,0.25404203999136143,30,7.621261199740843,9.61163459578529e-05,7.621261199740843
best laptop gaming,Top gaming laptops,3,1,50,1,0.0033557046979865,50,7.160750828916207e-05,0.13230998928271062,102,13.495618906836484,7.160750828916207e-05,13.495618906836484
weather new york,NYC weather today,1,1,34,1,0.0033112582781456,34,5.4528714827029034e-05,0.047481953784689196,70,3.3237367649282437,5.4528714827029034e-05,3.3237367649282437
weather new york,Weather forecast,2,1,49,1,0.0033112582781456,49,4.905077730654739e-05,0.02027378597859375,100,2.027378597859375,4.905077730654739e-05,2.027378597859375
weather new york,New York climate,3,1,17,1,0.0033112582781456,17,4.4968968722969294e-05,0.0,36,0.0,4.4968968722969294e-05,0.0
best programming languages 2025,Best languages to learn,1,0,0,0,0.0,0,9.530770330457017e-05,0.250025622329893,1,0.250025622329893,9.530770330457017e-05,0.250025622329893
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0,7.872181595303118e-05,0.16764578419074058,1,0.16764578419074058,7.872181595303118e-05,0.16764578419074058
best programming languages 2025,Most in-demand coding skills,3,0,0,1,0.0,0,9.59332101047039e-05,0.2531324292108149,1,0.2531324292108149,9.59332101047039e-05,0.2531324292108149
weather new york,NYC weather today,1,0,0,1,0.0,0,5.4528714827029034e-05,0.047481953784689196,1,0.047481953784689196,5.4528714827029034e-05,0.047481953784689196
weather new york,Weather forecast,2,0,0,0,0.0,0,4.905077730654739e-05,0.02027378597859375,1,0.02027378597859375,4.905077730654739e-05,0.02027378597859375
weather new york,New York climate,3,0,0,0,0.0,0,4.4968968722969294e-05,0.0,1,0.0,4.4968968722969294e-05,0.0
weather new york,NYC weather today,1,1,42,1,0.0033112582781456,42,5.4528714827029034e-05,0.047481953784689196,86,4.083448025483271,5.4528714827029034e-05,4.083448025483271
weather new york,Weather forecast,2,1,49,1,0.0033112582781456,49,4.905077730654739e-05,0.02027378597859375,100,2.027378597859375,4.905077730654739e-05,2.027378597859375
weather new york,New York climate,3,1,15,1,0.0033112582781456,15,4.4968968722969294e-05,0.0,32,0.0,4.4968968722969294e-05,0.0
learn python,Python tutorial,1,0,0,1,0.0,0,0.00024630327243357897,1.0,1,1.0,0.00024630327243357897,1.0
learn python,Learn Python fast,2,1,5,1,0.0032467532467532,5,9.176792082143947e-05,0.23244400599381823,12,2.789328071925819,9.176792082143947e-05,2.789328071925819
learn python,Python for beginners,3,0,0,0,0.0,0,0.00015580591571051627,0.5505119840226522,1,0.5505119840226522,0.00015580591571051627,0.5505119840226522
best laptop gaming,Laptop A review,1,1,59,1,0.0033557046979865,59,6.9844325480517e-05,0.12355250098514062,120,14.826300118216874,6.9844325480517e-05,14.826300118216874
best laptop gaming,Laptop B specs,2,1,60,1,0.0033557046979865,60,9.61163459578529e-05,0.25404203999136143,122,30.993128878946095,9.61163459578529e-05,30.993128878946095
best laptop gaming,Top gaming laptops,3,0,0,0,0.0,0,7.160750828916207e-05,0.13230998928271062,1,0.13230998928271062,7.160750828916207e-05,0.13230998928271062
cheap flights tokyo,Flight deals to Tokyo,1,0,0,1,0.0,0,7.034215377643704e-05,0.12602514616653807,1,0.12602514616653807,7.034215377643704e-05,0.12602514616653807
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,0,0.0,0,0.00010685342567740008,0.3073716491124193,1,0.3073716491124193,0.00010685342567740008,0.3073716491124193
cheap flights tokyo,Best airlines to Japan,3,1,44,1,0.0032467532467532,44,0.00014266659854911268,0.48525078948578115,90,43.672571053720304,0.00014266659854911268,43.672571053720304
cheap flights tokyo,Flight deals to Tokyo,1,1,31,1,0.0032467532467532,31,7.034215377643704e-05,0.12602514616653807,64,8.065609354658436,7.034215377643704e-05,8.065609354658436
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,1,0.0,0,0.00010685342567740008,0.3073716491124193,1,0.3073716491124193,0.00010685342567740008,0.3073716491124193
cheap flights tokyo,Best airlines to Japan,3,1,29,1,0.0032467532467532,29,0.00014266659854911268,0.48525078948578115,60,29.11504736914687,0.00014266659854911268,29.11504736914687
weather new york,NYC weather today,1,0,0,0,0.0,0,5.4528714827029034e-05,0.047481953784689196,1,0.047481953784689196,5.4528714827029034e-05,0.047481953784689196
weather new york,Weather forecast,2,1,52,1,0.0033112582781456,52,4.905077730654739e-05,0.02027378597859375,106,2.1490213137309375,4.905077730654739e-05,2.1490213137309375
weather new york,New York climate,3,1,14,1,0.0033112582781456,14,4.4968968722969294e-05,0.0,30,0.0,4.4968968722969294e-05,0.0
weather new york,NYC weather today,1,1,13,1,0.0033112582781456,13,5.4528714827029034e-05,0.047481953784689196,28,1.3294947059712974,5.4528714827029034e-05,1.3294947059712974
weather new york,Weather forecast,2,1,56,1,0.0033112582781456,56,4.905077730654739e-05,0.02027378597859375,114,2.3112116015596875,4.905077730654739e-05,2.3112116015596875
weather new york,New York climate,3,1,25,1,0.0033112582781456,25,4.4968968722969294e-05,0.0,52,0.0,4.4968968722969294e-05,0.0
learn python,Python tutorial,1,0,0,0,0.0,0,0.00024630327243357897,1.0,1,1.0,0.00024630327243357897,1.0
learn python,Learn Python fast,2,0,0,1,0.0,0,9.176792082143947e-05,0.23244400599381823,1,0.23244400599381823,9.176792082143947e-05,0.23244400599381823
learn python,Python for beginners,3,0,0,0,0.0,0,0.00015580591571051627,0.5505119840226522,1,0.5505119840226522,0.00015580591571051627,0.5505119840226522
weather new york,NYC weather today,1,1,46,1,0.0033112582781456,46,5.4528714827029034e-05,0.047481953784689196,94,4.463303655760784,5.4528714827029034e-05,4.463303655760784
weather new york,Weather forecast,2,0,0,0,0.0,0,4.905077730654739e-05,0.02027378597859375,1,0.02027378597859375,4.905077730654739e-05,0.02027378597859375
weather new york,New York climate,3,1,40,1,0.0033112582781456,40,4.4968968722969294e-05,0.0,82,0.0,4.4968968722969294e-05,0.0
weather new york,NYC weather today,1,0,0,0,0.0,0,5.4528714827029034e-05,0.047481953784689196,1,0.047481953784689196,5.4528714827029034e-05,0.047481953784689196
weather new york,Weather forecast,2,1,32,1,0.0033112582781456,32,4.905077730654739e-05,0.02027378597859375,66,1.3380698745871875,4.905077730654739e-05,1.3380698745871875
weather new york,New York climate,3,1,29,1,0.0033112582781456,29,4.4968968722969294e-05,0.0,60,0.0,4.4968968722969294e-05,0.0
best laptop gaming,Laptop A review,1,1,41,1,0.0033557046979865,41,6.9844325480517e-05,0.12355250098514062,84,10.378410082751811,6.9844325480517e-05,10.378410082751811
best laptop gaming,Laptop B specs,2,1,7,1,0.0033557046979865,7,9.61163459578529e-05,0.25404203999136143,16,4.064672639861783,9.61163459578529e-05,4.064672639861783
best laptop gaming,Top gaming laptops,3,1,14,1,0.0033557046979865,14,7.160750828916207e-05,0.13230998928271062,30,3.9692996784813186,7.160750828916207e-05,3.9692996784813186
cheap flights tokyo,Flight deals to Tokyo,1,1,38,1,0.0032467532467532,38,7.034215377643704e-05,0.12602514616653807,78,9.82996140098997,7.034215377643704e-05,9.82996140098997
cheap flights tokyo,Cheapest Tokyo flights,2,1,4,1,0.0032467532467532,4,0.00010685342567740008,0.3073716491124193,10,3.073716491124193,0.00010685342567740008,3.073716491124193
cheap flights tokyo,Best airlines to Japan,3,1,9,1,0.0032467532467532,9,0.00014266659854911268,0.48525078948578115,20,9.705015789715624,0.00014266659854911268,9.705015789715624
best laptop gaming,Laptop A review,1,1,38,1,0.0033557046979865,38,6.9844325480517e-05,0.12355250098514062,78,9.637095076840968,6.9844325480517e-05,9.637095076840968
best laptop gaming,Laptop B specs,2,0,0,1,0.0,0,9.61163459578529e-05,0.25404203999136143,1,0.25404203999136143,9.61163459578529e-05,0.25404203999136143
best laptop gaming,Top gaming laptops,3,1,33,1,0.0033557046979865,33,7.160750828916207e-05,0.13230998928271062,68,8.997079271224322,7.160750828916207e-05,8.997079271224322
cheap flights tokyo,Flight deals to Tokyo,1,1,16,1,0.0032467532467532,16,7.034215377643704e-05,0.12602514616653807,34,4.284854969662295,7.034215377643704e-05,4.284854969662295
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,1,0.0,0,0.00010685342567740008,0.3073716491124193,1,0.3073716491124193,0.00010685342567740008,0.3073716491124193
cheap flights tokyo,Best airlines to Japan,3,1,25,1,0.0032467532467532,25,0.00014266659854911268,0.48525078948578115,52,25.23304105326062,0.00014266659854911268,25.23304105326062
best programming languages 2025,Best languages to learn,1,0,0,0,0.0,0,9.530770330457017e-05,0.250025622329893,1,0.250025622329893,9.530770330457017e-05,0.250025622329893
best programming languages 2025,Top programming languages,2,1,7,1,0.0031545741324921,7,7.872181595303118e-05,0.16764578419074058,16,2.6823325470518493,7.872181595303118e-05,2.6823325470518493
best programming languages 2025,Most in-demand coding skills,3,1,31,1,0.0031545741324921,31,9.59332101047039e-05,0.2531324292108149,64,16.200475469492154,9.59332101047039e-05,16.200475469492154
best laptop gaming,Laptop A review,1,1,45,1,0.0033557046979865,45,6.9844325480517e-05,0.12355250098514062,92,11.366830090632936,6.9844325480517e-05,11.366830090632936
best laptop gaming,Laptop B specs,2,1,28,1,0.0033557046979865,28,9.61163459578529e-05,0.25404203999136143,58,14.734438319498963,9.61163459578529e-05,14.734438319498963
best laptop gaming,Top gaming laptops,3,1,31,1,0.0033557046979865,31,7.160750828916207e-05,0.13230998928271062,64,8.46783931409348,7.160750828916207e-05,8.46783931409348
learn python,Python tutorial,1,0,0,0,0.0,0,0.00024630327243357897,1.0,1,1.0,0.00024630327243357897,1.0
learn python,Learn Python fast,2,0,0,0,0.0,0,9.176792082143947e-05,0.23244400599381823,1,0.23244400599381823,9.176792082143947e-05,0.23244400599381823
